Company;Valuation ($B);Date Joined;Country;City;Industry;Investors
CoinList;US$ 1,50;10/15/21;United States;San Francisco;Financial Services;Accomplice, Polychain Capital, GoldenTree Asset Management
Lusha;US$ 1,50;11/10/21;United States;New York;Enterprise Tech;PSG, ION Crossover Partners
Olist;US$ 1,50;12/15/21;Brazil;Curitiba;Consumer & Retail;Redpoint e.ventures, Valor Capital Group, SoftBank Latin America Fund
Airbyte;US$ 1,50;12/17/21;United States;San Francisco;Enterprise Tech;Accel, Benchmark, SV Angel
StoreDot;US$ 1,50;1/4/22;Israel;Herzliya;Industrials;Samsung Ventures, SingulariTeam, BP Ventures
Spendesk;US$ 1,50;1/18/22;France;Paris;Enterprise Tech;Index Ventures, Eight Roads Ventures, General Atlantic
Veriff;US$ 1,50;1/26/22;Estonia;Tallinn;Enterprise Tech;Accel, Institutional Venture Partners, Tiger Global Management
ElasticRun;US$ 1,50;2/7/22;India;Pune;Industrials;Kalaari Capital, Norwest Venture Partners, Prosus Ventures
Veho;US$ 1,50;12/21/21;United States;Boulder;Consumer & Retail;General Catalyst, Origin Ventures, Fontinalis Partners
Temporal;US$ 1,72;2/16/22;United States;Bellevue;Enterprise Tech;Amplify Partners, Addition, Madrona Venture Group
Fabric;US$ 1,50;2/24/22;United States;Bellevue;Consumer & Retail;Redpoint Ventures, Norwest Venture Partners, Sierra Ventures
Boba;US$ 1,50;4/5/22;United States;San Francisco;Enterprise Tech;DeFi Technologies, Hypersphere Ventures, M13
Upside;US$ 1,50;4/26/22;United States;DC;Consumer & Retail;Bessemer Venture Partners, Builders VC, General Catalyst
Mashgin;US$ 1,50;5/9/22;United States;Palo Alto;Consumer & Retail;New Enterprise Associates, Matrix Partmers, Susa Ventures
Dock;US$ 1,50;5/12/22;Brazil;Sao Paulo;Financial Services;Viking Global Investors, Riverwood Capital, Lightrock
Prometheus;US$ 1,50;9/23/21;United States;Santa Cruz;Industrials;BMW i Ventures, Metaplanet, Maersk Growth
5ire;US$ 1,50;7/15/22;United Kingdom;London;Enterprise Tech;Global Emerging Markets, Sram & Mram Group, Marshland Capital
Yipin Shengxian;US$ 1,49;3/11/19;China;Hefei;Consumer & Retail;Eastern Bell Capital, Capital Today, Longzhu Capital
Agibank;US$ 1,49;12/24/24;Brazil;Campinas;Financial Services;
Bordrin Motors;US$ 1,48;6/3/19;China;Shanghai;Industrials;China Grand Prosperity Investment, CSC Group
Arcadia;US$ 1,48;5/10/22;United States;DC;Enterprise Tech;BoxGroup, Energy Impact Partners, Camber Creek
VTS;US$ 1,47;5/7/19;United States;New York;Financial Services;Trinity Ventures, Fifth Wall Ventures, OpenView Venture Partners
Shukun Technology;US$ 1,46;8/16/21;China;Beijing;Healthcare & Life Sciences;Marathon Venture Partners, Huagai Capital, China Creation Ventures
Huasun;US$ 1,46;1/19/23;China;Xuancheng;Industrials;Hongtai Capital Holdings, Jintou Zhiyuan
Loft;US$ 1,46;1/3/20;Brazil;Sao Paulo;Financial Services;Monashees+, Andreessen Horowitz, QED Investors
Tailscale;US$ 1,45;4/8/25;Canada;Toronto;Enterprise Tech;Accel
Coocaa;US$ 1,45;3/16/18;China;Shenzhen;Media & Entertainment;Baidu, Tencent Holdings
Placer.ai;US$ 1,45;1/12/22;United States;Los Altos;Consumer & Retail;Fifth Wall Ventures, JBV Capital, Array Ventures
Juma Peisong;US$ 1,45;11/26/18;China;Chengdu;Industrials;Ding Xiang Capital, New Hope Fund, Sino-Ocean Capital
Ouyeel;US$ 1,45;6/27/19;China;Shanghai;Industrials;Taigang Venture Capital
Gymshark;US$ 1,45;8/14/20;United Kingdom;Solihull;Consumer & Retail;General Atlantic
M1;US$ 1,45;7/14/21;United States;Chicago;Financial Services;Left Lane Capital, Clocktower Technology Ventures, Jump Capital
Aleo;US$ 1,45;2/7/22;United States;San Francisco;Enterprise Tech;Slow Ventures, Andreessen Horowitz, SoftBank Group
Einride;US$ 1,44;12/31/21;Sweden;Stockholm;Industrials;Temasek, BUILD Capital Partners, Northzone Ventures
Justworks;US$ 1,43;1/28/20;United States;New York;Enterprise Tech;Index Ventures, Thrive Capital, Bain Capital Ventures
Valgen Medtech;US$ 1,43;5/6/21;China;Hangzhou;Healthcare & Life Sciences;Sequoia Capital China, China Life Investment Holding Company, Qiming Venture Partners
SonderMind;US$ 1,42;7/28/21;United States;Denver;Healthcare & Life Sciences;Kickstart Fund, General Catalyst, Drive Capital
Zhiyuan Robot;US$ 1,40;5/30/25;China;Pudong;Industrials;Tencent Venture Capital, BlueRun Ventures
EON;US$ 1,40;11/26/24;United States;New York;Enterprise Tech;Lightspeed Venture Partners, Sequoia Capital, Bond
Rebellions;US$ 1,40;7/28/25;South Korea;Seoul;Industrials;WAED Ventures, Kakao Ventures, Samsung Ventures
Route;US$ 1,40;1/21/22;United States;Lehi;Enterprise Tech;Album VC, Madrona Venture Group, Craft Ventures
NIUM;US$ 1,40;7/13/21;Singapore;;Financial Services;Vertex Ventures SE Asia, Global Founders Capital, Visa Ventures
Fox Ess;US$ 1,40;1/13/25;China;Wenzhou;Industrials;Sparkedge Capital, Guotai Ruichengde Asset Management
Aragen;US$ 1,40;1/13/25;India;Hyderabad;Healthcare & Life Sciences;
Amagi;US$ 1,40;3/16/22;India;Bengaluru;Media & Entertainment;Mayfield, Accel, Norwest Venture Partners
Liquid Death;US$ 1,40;3/11/24;United States;Santa Monica;Consumer & Retail;Science Media, Live Nation Labs, Velvet Sea Ventures
Papa;US$ 1,40;11/4/21;United States;Miami;Healthcare & Life Sciences;Initialized Capital, Canaan Partners, Sound Ventures
Xpressbees;US$ 1,40;2/9/22;India;Pune;Consumer & Retail;Norwest Venture Partners, Investcorp, Blackstone
Figment;US$ 1,40;12/20/21;Canada;Toronto;Financial Services;Bonfire Ventures, Two Sigma Ventures, FJ Labs
Envoy;US$ 1,40;1/11/22;United States;San Francisco;Enterprise Tech;Andreessen Horowitz, Initialized Capital, TriplePoint Capital
Deliverect;US$ 1,40;1/24/22;Belgium;Ghent;Consumer & Retail;Newion Partners, SmartFin Capital, OMERS Ventures
SparkCognition;US$ 1,40;1/25/22;United States;Austin;Enterprise Tech;March Capital Partners, Temasek, Doha Venture Capital
Liquidity;US$ 1,40;2/20/23;Israel;Tel Aviv;Financial Services;MUFG Innovation Partners, Spark Capital
Firebolt;US$ 1,40;1/26/22;Israel;Tel Aviv;Enterprise Tech;TLV Partners, Zeev Ventures, Bessemer Venture Partners
AI21 Labs;US$ 1,40;8/30/23;Israel;Tel Aviv;Enterprise Tech;Walden Catalyst Ventures, Pitango Venture Capital, TPY Capital
Koudai;US$ 1,40;10/23/14;China;Beijing;Consumer & Retail;New Enterprise Associates, Tiger Global Management, Tencent
Symphony;US$ 1,40;5/16/17;United States;New York;Financial Services;BNP Paribas, Goldman Sachs, Google
Yidian Zixun;US$ 1,40;10/17/17;China;Beijing;Media & Entertainment;Phoenix New Media, Tianjin Haihe Industry Fund
Cabify;US$ 1,40;1/22/18;Spain;Madrid;Industrials;Seaya Ventures, Otter Rock Capital, Rakuten
Hive Box;US$ 1,40;1/23/18;China;Shenzhen;Consumer & Retail;Eastern Bell Capital, SF Holding Co, STO Express
Away;US$ 1,40;5/15/19;United States;New York;Consumer & Retail;Global Founders Capital, Comcast Ventures, Forerunner Ventures
Kong;US$ 2,00;12/31/20;United States;San Francisco;Enterprise Tech;New Enterprise Associates, CRV, Index Ventures
Epidemic Sound;US$ 1,40;3/11/21;Sweden;Stockholm;Media & Entertainment;EQT Partners, Blackstone
Yotpo;US$ 1,40;3/18/21;United States;New York;Consumer & Retail;Bessemer Venture Partners, Vintage Investment Partners, Blumberg Capital
Rebel Foods;US$ 1,40;10/7/21;India;Pune;Consumer & Retail;Sequoia Capital India, Lightbox Ventures, Coatue Management
Stash;US$ 1,40;2/3/21;United States;New York;Financial Services;Goodwater Capital, Entree Capital, Valar Ventures
Rad Power Bikes;US$ 1,40;10/28/21;United States;Seattle;Industrials;Durable Capital Partners, Cercano Management, T. Rowe Price
Clarify Health;US$ 1,40;4/5/22;United States;San Francisco;Healthcare & Life Sciences;KKR, Aspenwood Ventures, Spark Capital
Bucketplace;US$ 1,40;5/9/22;South Korea;Seoul;Consumer & Retail;IMM Investment, Mirae Asset Capital, BOND
Paddle;US$ 1,40;5/9/22;United Kingdom;London;Enterprise Tech;Notion Capital, Kindred Capital, BGF Ventures
OneCard;US$ 1,40;7/13/22;India;Pune;Financial Services;Sequoia Capital India, Hummingbird Ventures, Matrix Partners India
boAT;US$ 1,40;10/28/22;India;Mumbai;Consumer & Retail;Qualcomm Ventures, Fireside Ventures
Phenom People;US$ 1,40;4/7/21;United States;Ambler;Enterprise Tech;Sierra Ventures, AXA Venture Partners, Sigma Prime Ventures
GupShup;US$ 1,40;4/8/21;United States;San Francisco;Enterprise Tech;Helion Venture Partners, Tiger Global management, CRV
Degreed;US$ 1,40;4/13/21;United States;Pleasanton;Enterprise Tech;Signal Peak Ventures, Owl Ventures, Jump Capital
Scalable Capital;US$ 1,40;6/8/21;Germany;Munich;Financial Services;BlackRock, Tengelmann Ventures, Holtzbrinck Ventures
VideoAmp;US$ 1,40;10/21/21;United States;Los Angeles;Enterprise Tech;Simon Equity Partners, Wavemaker Partners, Anthem Venture Partners
Panther Labs;US$ 1,40;12/2/21;United States;San Francisco;Enterprise Tech;Innovation Endeavors, s28 Capital, Lightspeed Venture Partners
Salt Security;US$ 1,40;2/10/22;United States;Palo Alto;Enterprise Tech;Y Combinator, S Capital, Tenaya Capital
Tripledot;US$ 2,00;2/14/22;United Kingdom;London;Media & Entertainment;Lightspeed Venture Partners, Access Industries, Eldridge
Nimble Rx;US$ 1,40;6/14/22;United States;Redwood City;Healthcare & Life Sciences;Sequoia Capital, Four Rivers Group, DAG Ventures
Veepee;US$ 1,38;7/2/07;France;La Plaine Saint-Denis;Consumer & Retail;Summit Partners, Qatar Holding
Neon;US$ 1,38;2/14/22;Brazil;Sao Paulo;Financial Services;Propel Venture Partners, Monashees+, BBVA
Patreon;US$ 1,35;9/2/20;United States;San Francisco;Media & Entertainment;Index Ventures, Thrive Capital, CRV
Xpanceo;US$ 1,35;7/8/25;United Arab Emirates;Dubai;Enterprise Tech;Opportunity Venture
DeepBlue Technology;US$ 1,35;4/16/18;China;Shanghai;Consumer & Retail;DESUN Capital, Yunfeng Capital, Meridian Capital
UltraGreen;US$ 1,35;8/7/18;Singapore;;Industrials;65 Equity Partners, Vitruvian Partners
Klook;US$ 1,35;8/7/18;Hong Kong;Central;Consumer & Retail;Sequoia Capital China, Goldman Sachs, Matrix Partners China
Epirus;US$ 1,35;2/14/22;United States;Hawthorne;Industrials;8VC, Bedrock Capital, Broom Ventures
Netradyne;US$ 1,34;1/16/25;United States;San Diego;Industrials;Point72 Ventures, SVB, Qualcomm Ventures
Signifyd;US$ 1,34;4/15/21;United States;San Jose;Consumer & Retail;Menlo Ventures, Resolute Ventures, IA Ventures
Jaguar Microsystems;US$ 1,34;6/23/22;China;Shenzhen;Industrials;Tencent Holdings, Glory Ventures, Shenzhen Capital Group
Tekever;US$ 1,33;5/6/25;Portugal;Lisbon;Industrials;Ventura Capital, Iberis Capital
Motorway;US$ 1,33;11/29/21;United Kingdom;London;Industrials;Marchmont Ventures, BMW i Ventures, Index Ventures
Human Interest;US$ 1,33;8/4/21;United States;San Francisco;Financial Services;Wing Venture Capital, Slow Ventures, Uncork Capital
RIDI;US$ 1,33;1/24/22;South Korea;Seoul;Media & Entertainment;Atinum Investment, Company K Partners, GIC
Lyten;US$ 1,33;9/12/23;United States;San Jose;Industrials;Honeywell Ventures, Prime Movers Lab, Footprint Coalition Ventures
Flipboard;US$ 1,32;7/22/15;United States;Palo Alto;Media & Entertainment;Kleiner Perkins Caufield & Byers, Comcast Ventures, Insight Partners
GPclub;US$ 1,32;10/22/18;South Korea;Seoul;Consumer & Retail;Goldman Sachs
Tongdun Technology;US$ 1,32;4/25/19;China;Hangzhou;Enterprise Tech;Advantech Capital, Temasek Holdings Ltd., Tiantu Capital Co.
Athletic Greens;US$ 1,32;1/25/22;United States;New York;Healthcare & Life Sciences;SC.Holdings, Not Boring Capital, Bolt Ventures
Unisound;US$ 1,31;7/19/18;China;Beijing;Enterprise Tech;Qiming Venture Partners, China Internet Investment Fund, Qualcomm Ventures
Alzheon;US$ 1,31;9/30/20;United States;Framingham;Healthcare & Life Sciences;ARCH Venture Partners, Ally Bridge Group
Unitree Robotics;US$ 1,30;6/20/25;China;Hangzhou;Industrials;
MasterControl;US$ 1,30;12/15/22;United States;Salt Lake City;Healthcare & Life Sciences;InnoVentures Capital Partners
24M Technology;US$ 1,30;9/5/24;United States;Cambridge;Industrials;North Bridge Venture Partners, CRV, Shumway Capital
eFishery;US$ 1,30;5/25/23;Indonesia;Bandung;Industrials;Aqua-Spark, Wavemaker Partners, Peak XV Partners
Purplle;US$ 1,30;6/9/22;India;Mumbai;Consumer & Retail;Blume Ventures, JSW Ventures, IvyCap Ventures
Zum;US$ 1,30;1/31/24;United States;Redwood City;Industrials;Sequoia Capital, BMW i Ventures, Spark Capital
HeartFlow;US$ 1,30;12/4/17;United States;Redwood City;Healthcare & Life Sciences;BlueCross BlueShield Venture Partners, US Venture Partners
Shiprocket;US$ 1,21;8/16/22;India;New Delhi;Consumer & Retail;Bertelsmann India Investments, March Capital Partners, Tribe Capital, Nirvana Venture Advisors
HashKeyHashKey;US$ 1,30;1/16/24;Hong Kong;;Financial Services;OKX Ventures
Everly Health;US$ 1,30;12/3/20;United States;Austin;Healthcare & Life Sciences;Highland Capital Partners, Next Coast Ventures, SoGal Ventures
Nothing;US$ 1,30;9/15/25;United Kingdom;London;Consumer & Retail;Tiger Global Management, C Ventures, EQT Ventures
Manner;US$ 1,30;12/24/20;China;Shanghai;Consumer & Retail;Coatue Management, H Capital, Capital Today
DistroKid;US$ 1,30;8/16/21;United States;New York;Media & Entertainment;Insight Partners, Silversmith Capital Partners, Spotify
Konfio;US$ 1,30;9/29/21;Mexico;Mexico City;Financial Services;Kaszek Ventures, QED Investors, International Finance Corporation
Betterment;US$ 1,30;9/29/21;United States;New York;Financial Services;Bessemer Venture Partners, Menlo Ventures, Anthermis
Flock Freight;US$ 1,30;10/20/21;United States;Encinitas;Industrials;SignalFire, GLP Capital Partners, Google Ventures
YugaByte;US$ 1,30;10/28/21;United States;Sunnyvale;Enterprise Tech;Lightspeed Venture Partners, Dell Technologies Capital, Wipro Ventures
Lukka;US$ 1,30;1/14/22;United States;New York;Financial Services;Liberty City Ventures, Soros Fund Management, Summer Capital
iTrustCapital;US$ 1,30;1/11/22;United States;Long Beach;Financial Services;Left Lane Capital, Walden Venture Capital
Domestika;US$ 1,30;1/27/22;United States;Berkeley;Media & Entertainment;Zeev Ventures, GSV Ventures
CoinTracker;US$ 1,30;1/27/22;United States;San Francisco;Financial Services;Initialized Capital, General Catalyst, Kraken Ventures
Loadsmart;US$ 1,30;2/1/22;United States;New York;Industrials;Chromo Invest, Maersk Growth, BlackRock
TUNGEE;US$ 1,30;12/15/21;China;Guangzhou;Enterprise Tech;UNITY VENTURES, Qiming Venture Partners, GGV Capital
Yubi;US$ 1,50;3/7/22;India;Chennai;Financial Services;Insight Partners, B Capital Group, Lightspeed Venture Partners
LinkTree;US$ 1,30;3/16/22;Australia;Melbourne;Media & Entertainment;AirTree Ventures, Insight Partners, Index Ventures
Clipboard Health;US$ 1,30;2/1/22;United States;San Francisco;Healthcare & Life Sciences;Caffeinated Capital, Initialized Capital, Y Combinator
STORD;US$ 1,50;9/13/21;United States;Atlanta;Industrials;Dynamo VC, Susa Ventures, Founders Fund
Optibus;US$ 1,30;5/16/22;Israel;Tel Aviv;Industrials;Bessemer Venture Partners, Insight Partners, Pitango Venture Capital
Keyfactor;US$ 1,30;10/24/23;United States;Independence;Enterprise Tech;GM Ventures, Plymouth Growth Partners, Insight Partners
Equashield;US$ 1,30;10/6/22;United States;Port Washington;Healthcare & Life Sciences;Nordic Capital
Intercom;US$ 1,28;3/27/18;United States;San Francisco;Enterprise Tech;FirstMark Capital, Tiger Global Management
OVO Energy;US$ 1,28;2/14/19;United Kingdom;Bristol;Industrials;Mitsubishi Corporation, Mayfair Equity Partners
Huisuanzhang;US$ 1,28;5/24/21;China;Beijing;Financial Services;IDG Capital, Gaocheng Capital, Chuanrong Capital
WTOIP;US$ 1,27;4/8/18;China;Guangzhou;Enterprise Tech;Dark Horse Technology Group, Hopu Investment Management, Kefa Capital
PeopleCert;US$ 1,27;6/23/21;Greece;Athens;Enterprise Tech;FTV Capital
Greater Bay Technology;US$ 1,26;4/2/22;China;Guangzhou;Industrials;Tencent Holdings, Utrust Venture Capital, GF Xinde Investment Management Co.
JMGO;US$ 1,26;3/15/22;China;Shenzhen;Industrials;IDG Capital, Yuanda Venture Investment, Primitive Forest Holdings Group
Linear;US$ 1,25;6/10/25;United States;San Francisco;Enterprise Tech;Accel
Gecko Robotics;US$ 1,25;6/12/25;United States;Pittsburgh;Industrials;Founders Fund, Drive Capital, US Innovative Technology Fund
Clay;US$ 1,25;12/16/20;United States;New York;Enterprise Tech;Sequoia Capital, First Round Capital
BigID;US$ 1,25;12/16/20;United States;New York;Enterprise Tech;BOLDstart Ventures, SAP.iO Fund, Scale Venture Partners
Polyhedra Network;US$ 1,25;3/14/24;United States;San Francisco;Enterprise Tech;MH Ventures, Symbolic Capital, UOB Venture Management
Kuaikan Manhua;US$ 1,25;12/1/17;China;Beijing;Media & Entertainment;Sequoia Capital China, CMC Capital Partners, Tencent Holdings
Marshmallow;US$ 2,00;9/8/21;United Kingdom;London;Insurance;Passion Capital, Hedosophia, Outrun Ventures
Honor Technology;US$ 1,25;10/5/21;United States;San Francisco;Healthcare & Life Sciences;Andreessen Horowitz, Prosus Ventures, Thrive Capital
QI Tech;US$ 1,00;10/31/23;Brazil;Sao Paulo;Financial Services;General Atlantic
Mythical Games;US$ 1,00;11/4/21;United States;Sherman Oaks;Media & Entertainment;Javelin Venture Partners, Struck Capital, Alumni Ventures Group
Incode Technologies;US$ 1,25;12/7/21;United States;San Francisco;Enterprise Tech;Dila Capital, Framework Ventures, 3L
Tackle.io;US$ 1,25;12/21/21;United States;Boise;Enterprise Tech;Andreessen Horowitz, Bessemer Venture Partners, Coatue Management
Flipdish;US$ 1,25;1/13/22;Ireland;Dublin;Consumer & Retail;Tencent Holdings, Tiger Global Management, Global Founders Capital
CaptivateIQ;US$ 1,25;1/26/22;United States;San Francisco;Enterprise Tech;Sequoia Capital, Y Combinator, Accel
Talos;US$ 1,25;5/10/22;United States;New York;Financial Services;Castle Island Ventures, PayPal Ventures, Andreessen Horowitz
airSlate;US$ 1,25;6/16/22;United States;Brookline;Enterprise Tech;G Squared, UiPath Ventures, General Catalyst
ClassDojo;US$ 1,25;7/21/22;United States;San Francisco;Consumer & Retail;General Catalyst, Unkork Capital, Tencent Holdings
Teamworks;US$ 1,24;6/18/25;United States;Durham;Enterprise Tech;
BrewDog;US$ 1,24;4/10/17;United Kingdom;Aberdeen;Consumer & Retail;TSG Consumer Partners, Crowdcube
Enflame;US$ 1,24;1/5/21;China;Shanghai;Enterprise Tech;Tencent Holdings, Delta Capital, Redpoint Ventures China
Shulan Health;US$ 1,24;3/1/21;China;Hangzhou;Healthcare & Life Sciences;Qiming Venture Partners
SeatGeek;US$ 1,24;8/31/22;United States;New York;Media & Entertainment;Accel, Founder Collective, Brainchild Holdings
Lila Sciences;US$ 1,23;2/1/21;United States;Mountain View;Healthcare & Life Sciences;Collective Global, Ada Ventures, Flagship Pioneering
InDrive;US$ 1,23;9/15/25;United States;Cambridge;Industrials;Leta Capital, Insight Partners, General Catalyst
Spiber;US$ 1,22;9/8/21;Japan;Tsuruoka;Industrials;Cool Japan Fund, JAFCO, The Carlyle Group
Insider;US$ 2,00;2/28/22;Turkey;Istanbul;Enterprise Tech;Wamda Capital, Endeavor, Riverwood Capital
Kallyope;US$ 1,22;2/15/22;United States;New York;Healthcare & Life Sciences;The Column Group, Alexandria Venture Investments, Lux Capital
Strava;US$ 2,20;11/16/20;United States;San Francisco;Healthcare & Life Sciences;Jackson Square Ventures, Madrone Capital Partners, Sequoia Capital
Zip;US$ 2,20;5/25/22;United States;San Francisco;Enterprise Tech;CRV, Tiger Global Management, Y Combinator
Cart.com;US$ 1,20;6/27/23;United States;Austin;Consumer & Retail;Mercury Fund, Bearing Ventures, Moonshots Capital
Hailo;US$ 1,20;10/12/21;Israel;Tel Aviv;Enterprise Tech;Glory Ventures, Maniv Mobility
MoneyView;US$ 1,20;9/12/24;India;Bengaluru;Financial Services;Accel, Nexus Ventures, Nippon Life Global Investors America
Mews;US$ 1,20;3/4/24;Netherlands;Amsterdam;Enterprise Tech;Notion Capital, Revaia, Battery Ventures
Tala Health;US$ 1,20;7/15/25;United States;;Healthcare & Life Sciences;Sofreh Capital
Seekr;US$ 1,20;6/18/25;United States;Vienna;Enterprise Tech;AMD Ventures
Nerdio;US$ 1,20;3/18/25;United States;Chicago;Enterprise Tech;General Atlantic, Lead Edge Capital, MK Capital
Creatio;US$ 1,20;6/25/24;United States;Boston;Enterprise Tech;Sapphire Ventures
Our Next Energy;US$ 1,20;2/1/23;United States;Novi;Industrials;BMW i Ventures, Breakthrough Energy Ventures, Volta Energy Technologies
Castore;US$ 1,20;11/29/23;United Kingdom;Manchester;Consumer & Retail;Felix Capital, Hanaco Ventures, Redrice Ventures
Oyster;US$ 1,20;4/20/22;United States;Wilmington;Enterprise Tech;Emergence Capital, Slack Fund, PayPal Ventures
Glossier;US$ 1,65;3/19/19;United States;New York;Consumer & Retail;Forerunner Ventures, Institutional Venture Partners, Thrive Capital
Workhuman;US$ 1,20;6/23/20;Ireland;Dublin;Enterprise Tech;ICG
Qumulo;US$ 1,20;7/16/20;United States;Seattle;Enterprise Tech;Madrona Venture Group, Kleiner Perkins Caufield & Byers, Highland Capital Partners
Hightouch;US$ 1,20;2/18/25;United States;San Francisco;Enterprise Tech;Sapphire Ventures, Bain Capital Ventures, Amplify Partners
Tealium;US$ 1,20;2/3/21;United States;San Diego;Enterprise Tech;Georgian Partners, Silver Lake, Presidio Ventures
Public;US$ 1,20;2/17/21;United States;New York;Financial Services;Accel, Greycroft, Advancit Capital
Pipa Coding;US$ 1,20;3/25/21;China;Beijing;Consumer & Retail;Source Code Capital, XVC Venture Capital, Hillhouse Capital Management
Pilot;US$ 1,20;3/26/21;United States;San Francisco;Financial Services;Index Ventures, Sequoia Capital, Bezos Expeditions
Aibee;US$ 1,20;4/13/21;China;Beijing;Enterprise Tech;Sequoia Capital China, Lenovo Capital and Incubator, Group GSR Ventures
Vectra Networks;US$ 1,20;4/29/21;United States;San Jose;Enterprise Tech;IA Ventures, Khosla Ventures, AME Cloud Ventures
Ada;US$ 1,20;5/7/21;Canada;Toronto;Enterprise Tech;Version One Ventures, Bessemer Venture Partners, FirstMark Capital
SmartMore;US$ 1,20;6/24/21;China;Shenzhen;Industrials;IDG Capital, ZhenFund, Sequoia Capital China
Rohlik Group;US$ 1,20;7/1/21;Czech Republic;Prague;Consumer & Retail;Partech Partners, Index Ventures, Quadrille Capital
MindTickle;US$ 1,20;8/3/21;United States;San Francisco;Enterprise Tech;Qualcomm Ventures, Accel, Canaan Partners
Offchain Labs;US$ 1,20;8/31/21;United States;Princeton;Enterprise Tech;Pantera Capital, Polychain Capital, Lightspeed Venture Partners
Copado;US$ 1,20;9/13/21;United States;Chicago;Enterprise Tech;Insight Partners, Salesforce Ventures, Perpetual Investors
Gem;US$ 1,20;9/28/21;United States;San Francisco;Enterprise Tech;Accel, Greylock Partners, Meritech Capital Partners
EGYM;US$ 1,20;9/24/24;EGYM;Munich;Healthcare & Life Sciences;Bayern Kapital, NGP Capital, High-Tech Grunderfonds
CarDekho;US$ 1,20;10/13/21;India;Jaipur;Industrials;Sequoia Capital India, Hillhouse Capital Management, Sunley House Capital Management
The Good Glamm Group;US$ 1,20;11/10/21;India;Mumbai;Consumer & Retail;L'Occitane, Trifecta Capital, Bessemer Venture Partners
AgentSync;US$ 1,20;12/7/21;United States;Denver;Insurance;Craft Ventures, Caffeinated Capital, Operator Collective
Pristyn Care;US$ 1,40;12/7/21;India;Gurugram;Healthcare & Life Sciences;Sequoia Capital India, Hummingbird Ventures, Epiq Capital
Merama;US$ 1,20;12/9/21;Mexico;Mexico City;Consumer & Retail;SoftBank Latin America Fund, Advent International, Balderton Capital
SeekOut;US$ 1,20;1/12/22;United States;Bellevue;Enterprise Tech;Mayfield, Madrona Venture Group, Tiger Global Management
BigPanda;US$ 1,20;1/12/22;United States;Mountain View;Enterprise Tech;Advent International, Battery Ventures, Sequoia Capital Israel
LivSpace;US$ 1,20;2/8/22;India;Bengaluru;Consumer & Retail;Jungle Ventures, Helion Venture Partners, INGKA Investments
Nova Labs;US$ 1,20;2/22/22;United States;San Francisco;Enterprise Tech;FirstMark Capital, Tiger Global Management, FTX Venture
Choco;US$ 1,20;4/12/22;Germany;Berlin;Consumer & Retail;Bessemer Venture Partners, G Squared, Insight Partners
Viz.ai;US$ 1,20;4/7/22;United States;San Francisco;Healthcare & Life Sciences;Kleiner Perkins Caufield & Byers, CRV, Threshold Ventures
Unit;US$ 1,20;5/17/22;United States;New York;Financial Services;Accel, Better Tomorrow Ventures, Flourish Ventures
stori;US$ 1,20;7/15/22;Mexico;Juarez;Financial Services;Vision Plus Capital, Source Code Capital, Lightspeed Venture Partners
Spectrum Medical;US$ 1,20;7/18/22;United Kingdom;Gloucester;Healthcare & Life Sciences;CVC Capital Partners
Celestial AI;US$ 2,50;3/27/24;United States;Santa Clara;Enterprise Tech;The Engine Accelerator, M Ventures, Tyche Partners
Swiftly;US$ 1,20;9/19/22;United States;Seattle;Consumer & Retail;Mendacre, BRV Capital Management, Liquid 2 Ventures
CloudBees;US$ 1,15;12/9/21;United States;San Jose;Enterprise Tech;Matrix Partners, Lightspeed Venture Partners, Verizon Ventures
DevRev;US$ 1,15;7/25/24;United States;Palo Alto;Enterprise Tech;Khosla Ventures, Mayfield, Alumni Ventures
Flink;US$ 1,07;12/1/21;Germany;Berlin;Consumer & Retail;Mubadala Capital, Bond, Prosus Ventures
L&P Cosmetic;US$ 1,19;1/1/16;South Korea;Seoul;Consumer & Retail;CDIB Capital
Mininglamp Technology;US$ 1,19;3/27/19;China;Beijing;Enterprise Tech;Russia-China Investment Fund, Tencent Holdings, Sequoia Capital China
Vestiaire Collective;US$ 1,18;3/1/21;France;Paris;Consumer & Retail;Eurazeo, IDInvest Partners, Balderton Capital
Luoji Siwei;US$ 1,18;7/20/17;China;Beijing;Media & Entertainment;Sequoia Capital China, Qiming Venture Partners, Tencent Holdings
Yimidida;US$ 1,17;1/14/19;China;Shanghai;Industrials;Source Code Capital, Global Logistic Properties, K2VC
Modern Health;US$ 1,17;2/11/21;United States;San Francisco;Healthcare & Life Sciences;Kleiner Perkins Caufield & Byers, Afore Capital, Founders Fund
Uzum;US$ 1,50;3/26/24;Uzbekistan;Tashkent;Financial Services;FinSight Ventures
SOURCE Global;US$ 1,16;4/29/22;United States;Scottsdale;Industrials;Breakthrough Energy Ventures, Material Impact, 3x5 Special Opportunity Partners
LifeMiles;US$ 1,15;7/13/15;Colombia;Bogota;Consumer & Retail;Advent International
Rebellion Defense;US$ 1,15;9/16/21;United States;Washington DC;Industrials;Venrock, Innovation Endeavors, Insights Partners
Elemy;US$ 1,15;10/6/21;United States;San Francisco;Healthcare & Life Sciences;General Catalyst, Bling Capital, Felicis Ventures
TELD;US$ 1,12;12/16/19;China;Qingdao;Industrials;China Reform Fund, Gaopeng Capital, Jinhui Xingye
Enable;US$ 1,12;11/7/23;United States;San Francisco;Enterprise Tech;Menlo Ventures, Norwest Venture Partners, Sierra Ventures
